9703316,21703.4990189734,2425830,5425.87699145284
5877876,13146.7006399822,1469470,3286.67739663692
5052636,11301.2006299359,1263160,2825.30239417798
5219716,11674.815710262,1304930,2918.70616424193
6017236,13458.761183202,1504310,3364.69253250207
6164076,13787.0268021768,1541020,3446.75893721791
5238676,11717.3790243363,1309670,2929.34699279026
5342436,11949.1732684941,1335610,2987.2955537761
10338396,23123.4635187569,2584600,5780.86811634793
5349636,11965.3806774557,1337410,2991.34740603585
5965996,13343.8064425882,1491500,3335.95384729058
5423956,12131.6833042531,1355990,3032.92306274869
4767676,10663.5428845956,1191920,2665.8879577822
5138716,11493.6646884824,1284680,2873.41840880086
5577556,12475.0482834824,1394390,3118.76430752196
5523916,12355.1307459354,1380980,3088.78492314543
4489596,10041.9370261653,1122400,2510.48649325417
