58928,141.851603000881,2425830,5839.46297358858
60208,144.934459548494,1469470,3537.35118709682
58192,140.081978178756,1263160,3040.72641525086
57392,138.153775905502,1304930,3141.22189141983
60240,145.012058857063,1504310,3621.23323803566
60160,144.819531712967,1541020,3709.60430120206
59616,143.509310341316,1309670,3152.67442422692
59952,144.318425585968,1335610,3215.12430605943
60144,144.780210683048,2584600,6221.71675531067
59888,144.163730597854,1337410,3219.44320963925
60224,144.97265655215,1491500,3590.37455578394
59216,142.54693580786,1355990,3264.1890618431
59600,143.467896100173,1191920,2869.16534764628
59920,144.240549328069,1284680,3092.50582294366
59616,143.508701823988,1394390,3356.60055582982
60016,144.471254144362,1380980,3324.31205925555
58560,140.966842509184,1122400,2701.86448142603
