9703316,17545.1819824184,2425830,4386.29730376811
5877876,10628.326163593,1469470,2657.08334908987
5052636,9136.13470125384,1263160,2284.0354835052
5219716,9438.24289811609,1304930,2359.56253271991
6017236,10880.3377181167,1504310,2720.08623772445
6164076,11145.8608664553,1541020,2786.46702481036
5238676,9472.54711759493,1309670,2368.13858759361
5342436,9660.14232276284,1335610,2415.03738888127
10338396,18693.7893229612,2584600,4673.44913893078
5349636,9673.15872230938,1337410,2418.29148876742
5965996,10787.651584368,1491500,2696.91470428155
5423956,9807.53917687522,1355990,2451.8866024081
4767676,8620.85959786824,1191920,2155.21670765612
5138716,9291.77044408797,1284680,2322.94441921113
5577556,10085.3017240303,1394390,2521.32723920129
5523916,9988.27580466173,1380980,2497.07075935292
4489596,8118.02913296296,1122400,2029.50909142774
