58928,146.349510728555,2425830,6024.62383944222
60208,149.525350300987,1469470,3649.3990251593
58192,144.517157150184,1263160,3136.99979766679
57392,142.535006159573,1304930,3240.83854174469
60240,149.605478650714,1504310,3735.9398670162
60160,149.408524573739,1541020,3827.15300097445
59616,148.060400014913,1309670,3252.65472503239
59952,148.890535503899,1335610,3316.98172078267
60144,149.367048912364,2584600,6418.82938645411
59888,148.732205368903,1337410,3321.46571570972
60224,149.565376671701,1491500,3704.11728390413
59216,147.063673911059,1355990,3367.61806246042
59616,148.056569620336,1191920,2960.13799083923
59920,148.809379933966,1284680,3190.46118513965
59616,148.054742955439,1394390,3462.93030444235
60016,149.0474916024,1380980,3429.61218596846
58560,145.435420246677,1122400,2787.51222139465
