9703316,23134.6843209029,2425830,5783.67346442967
5877876,14013.7117922424,1469470,3503.43033220614
5052636,12046.2983220272,1263160,3011.57696466793
5219716,12444.505915375,1304930,3111.12886297843
6017236,14346.3683197632,1504310,3586.59446415313
6164076,14696.1422217632,1541020,3674.0379396006
5238676,12489.9057663848,1309670,3122.47882576842
5342436,12737.4517260277,1335610,3184.36531570987
10338396,24648.9996284126,2584600,6162.25229132209
5349636,12754.4823191912,1337410,3188.62296397539
5965996,14223.8481291516,1491500,3555.96441644103
5423956,12931.7603292412,1355990,3232.94246650374
4767676,11366.8019744105,1191920,2841.70287774155
5138716,12251.7959137405,1284680,3062.9513626486
5577556,13297.9442789985,1394390,3324.48845393801
5523916,13170.046504528,1380980,3292.5140103186
4489596,10703.9661529754,1122400,2675.99392241521
