9703316,24721.0777897702,2425830,6180.27199513632
5877876,14975.0442347505,1469470,3743.76360638415
5052636,12872.8990316195,1263160,3218.22730566391
5219716,13298.0764926104,1304930,3324.52167081544
6017236,15330.1678938103,1504310,3832.54452116185
6164076,15704.4491407235,1541020,3926.11483291862
5238676,13346.8927011559,1309670,3336.72572304965
5342436,13611.0679842861,1335610,3402.76954379845
10338396,26339.2836250596,2584600,6584.8234539796
5349636,13629.281356983,1337410,3407.32288694832
5965996,15199.1932862284,1491500,3799.80086919429
5423956,13818.5716957267,1355990,3454.64547162412
4767676,12146.243360721,1191920,3036.56338780374
5138716,13091.7816034188,1284680,3272.94794853035
5577556,14209.7785487155,1394390,3552.44718485003
5523916,14072.7975261012,1380980,3518.20192913781
4489596,11437.957840508,1122400,2859.49200778561
