9703316,23678.4903119336,2425830,5919.62501823066
5877876,14343.788937331,1469470,3585.94967463413
5052636,12329.9284965757,1263160,3082.48456444015
5219716,12737.6200665671,1304930,3184.40745693164
6017236,14683.7703759222,1504310,3670.94503426548
6164076,15042.0786305921,1541020,3760.52209792921
5238676,12783.800104006,1309670,3195.9524662746
5342436,13036.9681200068,1335610,3259.2444702683
10338396,25228.3899924479,2584600,6307.0999383735
5349636,13054.480466784,1337410,3263.62255695183
5965996,14558.5217431056,1491500,3639.63287602641
5423956,13235.7783693244,1355990,3308.94703257551
4767676,11634.2687536457,1191920,2908.5696286504
5138716,12539.6683449298,1284680,3134.91952646623
5577556,13610.5232765227,1394390,3402.63325936135
5523916,13479.5848339485,1380980,3369.89864870975
4489596,10955.6098956414,1122400,2738.90491413211
