9703316,22503.6397269432,2425830,5625.91225090584
5877876,13632.0165799239,1469470,3408.0064641889
5052636,11718.1649989793,1263160,2929.54356896294
5219716,12105.4089763019,1304930,3026.35456324552
6017236,13955.2675780241,1504310,3488.81921372163
6164076,14295.8166590165,1541020,3573.95648396898
5238676,12149.6019302608,1309670,3037.40280177752
5342436,12390.2656236859,1335610,3097.56872513796
10338396,23977.0072660356,2584600,5994.25413572819
5349636,12406.9818911858,1337410,3101.74779201628
5965996,13836.1348797865,1491500,3459.03603911258
5423956,12579.1109173336,1355990,3144.78004850984
4767676,11056.9846261901,1191920,2764.24847570356
5138716,11917.7239451899,1284680,2979.43330550016
5577556,12935.46578706,1394390,3233.86876596462
5523916,12810.8518003861,1380980,3202.71526925776
4489596,10412.2752306864,1122400,2603.07112687254
