58928,144.50563977859,2425830,5948.71904941788
60208,147.646656752032,1469470,3603.54658346745
58192,142.702868236079,1263160,3097.61745671373
57392,140.738839404509,1304930,3199.99884485861
60240,147.725117599744,1504310,3688.9835932349
60160,147.529023246177,1541020,3779.00889964801
59616,146.194881719164,1309670,3211.67221452526
59952,147.018858019128,1335610,3275.284510257
60128,147.450217720319,2584600,6338.14250798193
59888,146.861768000651,1337410,3279.6953837455
60224,147.685873067471,1491500,3657.5697343274
59216,145.213961116038,1355990,3325.26140120468
59616,146.192297766796,1191920,2922.86506230205
59920,146.940336924945,1284680,3150.38905274931
59616,146.194734361587,1394390,3419.42558451511
60016,147.175696297969,1380980,3386.54180674435
58560,143.604888859729,1122400,2752.42703647814
